  -5.9515976e+01  -4.7674129e+01   1.7881179e+03
  -5.9467976e+01  -4.9471935e+01   1.7891777e+03
  -5.9460403e+01  -5.2451553e+01   1.7929896e+03
  -5.9456215e+01  -4.9105431e+01   1.7868180e+03
  -5.9431610e+01  -5.1029388e+01   1.7914791e+03
  -5.9300854e+01  -4.7325241e+01   1.7862133e+03
  -5.9292011e+01  -5.2769779e+01   1.7951636e+03
  -5.9062431e+01  -5.0250931e+01   1.7945192e+03
  -5.9003189e+01  -4.5988182e+01   1.7880302e+03
  -5.8965572e+01  -5.0817429e+01   1.7868114e+03
  -5.8943405e+01  -5.4240479e+01   1.7931748e+03
  -5.8832508e+01  -5.1001587e+01   1.7966338e+03
  -5.8811104e+01  -4.8397480e+01   1.7924172e+03
  -5.8805969e+01  -4.6791618e+01   1.7900704e+03
  -5.8803299e+01  -5.2124500e+01   1.7885892e+03
  -5.8680836e+01  -4.4960205e+01   1.7859358e+03
  -5.8647808e+01  -4.9614487e+01   1.7850806e+03
  -5.8639320e+01  -5.3125179e+01   1.7976122e+03
  -5.8591293e+01  -4.7012085e+01   1.7838696e+03
  -5.8569862e+01  -5.3829151e+01   1.7906689e+03
  -5.8421570e+01  -5.5110992e+01   1.7954277e+03
  -5.8296738e+01  -4.9500248e+01   1.7964678e+03
  -5.8124901e+01  -4.4066330e+01   1.7830503e+03
  -5.8012833e+01  -5.3226078e+01   1.7996262e+03
  -5.7524174e+01  -5.2410805e+01   1.7858109e+03
  -5.7508251e+01  -5.5990822e+01   1.7986237e+03
  -5.7489487e+01  -4.2291672e+01   1.7855039e+03
  -5.7480633e+01  -4.6551723e+01   1.7812283e+03
  -5.7431847e+01  -4.7781136e+01   1.7955045e+03
  -5.7380985e+01  -4.3818081e+01   1.7889194e+03
  -5.7339596e+01  -5.6190014e+01   1.7920520e+03
  -5.7289852e+01  -5.0047092e+01   1.7990054e+03
  -5.7249382e+01  -5.4457630e+01   1.7879956e+03
  -5.7141251e+01  -4.5654686e+01   1.7925371e+03
  -5.7021210e+01  -5.3318218e+01   1.8024659e+03
  -5.7003811e+01  -5.7092308e+01   1.7949338e+03
  -5.6956760e+01  -4.9931503e+01   1.7826156e+03
  -5.6944820e+01  -4.3797077e+01   1.7798816e+03
  -5.6901352e+01  -5.6858452e+01   1.8018077e+03
  -5.6827351e+01  -4.0374794e+01   1.7826644e+03
  -5.6811298e+01  -5.5907280e+01   1.7893879e+03
  -5.6583508e+01  -4.0475254e+01   1.7851333e+03
  -5.6556873e+01  -4.6272434e+01   1.7794117e+03
  -5.6525604e+01  -5.6150902e+01   1.8054805e+03
  -5.6507744e+01  -5.3805298e+01   1.8053114e+03
  -5.6487686e+01  -5.0612370e+01   1.8018131e+03
  -5.6345287e+01  -3.9628841e+01   1.7791279e+03
  -5.6235157e+01  -5.8506008e+01   1.7994574e+03
  -5.6212078e+01  -5.7396687e+01   1.8083204e+03
  -5.6051765e+01  -3.7067348e+01   1.7792902e+03
  -5.6009235e+01  -5.4904423e+01   1.7862115e+03
  -5.5984959e+01  -5.8930298e+01   1.8023074e+03
  -5.5900616e+01  -5.2179935e+01   1.8050420e+03
  -5.5861927e+01  -5.9302818e+01   1.8060208e+03
  -5.5818981e+01  -4.5401554e+01   1.7950120e+03
  -5.5817570e+01  -5.0835781e+01   1.8035151e+03
  -5.5804047e+01  -5.8989864e+01   1.8092566e+03
  -5.5787495e+01  -3.9094807e+01   1.7848522e+03
  -5.5779682e+01  -4.0416775e+01   1.7871019e+03
  -5.5747570e+01  -5.3368240e+01   1.7840225e+03
  -5.5691711e+01  -4.3196171e+01   1.7916106e+03
  -5.5682590e+01  -5.8847851e+01   1.7958435e+03
  -5.5650368e+01  -4.9985256e+01   1.7806779e+03
  -5.5613937e+01  -5.7577133e+01   1.7898365e+03
  -5.5558632e+01  -5.8360287e+01   1.7922306e+03
  -5.5552479e+01  -5.3302124e+01   1.8069500e+03
  -5.5506908e+01  -4.9157860e+01   1.8019622e+03
  -5.5502598e+01  -3.6980625e+01   1.7781545e+03
  -5.5498074e+01  -5.5112919e+01   1.8090670e+03
  -5.5493305e+01  -3.6591751e+01   1.7809462e+03
  -5.5482006e+01  -4.4109287e+01   1.7934913e+03
  -5.5473915e+01  -3.5853550e+01   1.7792980e+03
  -5.5460773e+01  -3.9497929e+01   1.7770472e+03
  -5.5446033e+01  -3.7638798e+01   1.7833940e+03
  -5.5418491e+01  -5.7026707e+01   1.8108282e+03
  -5.5363422e+01  -4.8279465e+01   1.7792891e+03
  -5.5350826e+01  -4.6276474e+01   1.7975966e+03
  -5.5334942e+01  -4.7626675e+01   1.7999108e+03
  -5.5297577e+01  -4.1481319e+01   1.7897932e+03
  -5.5231937e+01  -4.2846764e+01   1.7771193e+03
  -5.5187401e+01  -4.5911133e+01   1.7778584e+03
  -5.5166973e+01  -5.7060562e+01   1.7878098e+03
  -5.5130856e+01  -5.1604168e+01   1.7814607e+03
  -5.5114422e+01  -6.0502277e+01   1.8084424e+03
  -5.4752510e+01  -4.2895176e+01   1.7930981e+03
  -5.4628788e+01  -6.0883099e+01   1.8031689e+03
  -5.4577900e+01  -6.1176281e+01   1.8061578e+03
  -5.4499897e+01  -6.0643837e+01   1.7989159e+03
  -5.4476151e+01  -5.9667706e+01   1.8122986e+03
  -5.4355438e+01  -5.0258938e+01   1.7795342e+03
  -5.4342388e+01  -3.5649868e+01   1.7831809e+03
