-8.369450657779001546e+00 -5.274477013623039667e+00 -1.000000000000000000e+00
-8.547868591413397610e+00 -5.804872554340713364e+00 9.211708767121919550e+00
-7.371310639375166396e+00 -6.201846450324767446e+00 2.623933599560792018e+01
-8.182566513546969844e+00 -6.365714110495285460e+00 3.985824714680537539e+01
-8.155450425403085291e+00 -5.232342873551795392e+00 5.688201243049120848e+01
-8.409152993801376041e+00 -5.198652967909646705e+00 6.709910663289589650e+01
-3.216734329090979561e+00 -1.418050405157009486e+01 -1.000000000000000000e+00
-1.403395937129402249e+00 -1.490150213271512847e+01 9.211708767121924879e+00
-2.822070106581540117e+00 -1.431821304829542996e+01 2.623933599560792018e+01
-2.689814577376742122e+00 -1.510379101206867425e+01 3.985824714680538250e+01
-2.393039194408463466e+00 -1.466172931213656305e+01 5.688201243049120848e+01
-3.640552967279364616e+00 -1.408576441336065699e+01 6.709910663289591071e+01
1.556756859694512940e+01 -4.962177877559037498e+00 -1.000000000000000222e+00
1.361149512378075421e+01 -3.183384894636399398e+00 9.211708767121915997e+00
1.413231214987551176e+01 -4.321905657929055344e+00 2.623933599560793439e+01
1.423993978693730611e+01 -4.660612189684941953e+00 3.985824714680536829e+01
1.462673287958569901e+01 -4.316583581247229517e+00 5.688201243049121558e+01
1.498393198229946854e+01 -5.897169369920438164e+00 6.709910663289589650e+01
-9.910002636884785998e-01 1.590193790875623669e+01 -9.999999999999997780e-01
2.066158618043938827e-02 1.290934179070398358e+01 9.211708767121915997e+00
2.403475038463587676e+00 1.525404983437938000e+01 2.623933599560792018e+01
4.012880035568001658e-01 1.496530739880529026e+01 3.985824714680538250e+01
1.571927862705091661e+00 1.544805875397605632e+01 5.688201243049118006e+01
1.156753002423613452e+00 1.635027118800692136e+01 6.709910663289588229e+01
-1.450359354098058162e+01 2.037361748062888722e+00 -1.000000000000000000e+00
-1.330827817255789469e+01 6.189879323221386009e+00 9.211708767121919550e+00
-1.514612098706302135e+01 3.407762257680181150e+00 2.623933599560792018e+01
-1.523165026700262992e+01 2.279075090455842112e+00 3.985824714680537539e+01
-1.522424665340258088e+01 1.868329780229799564e+00 5.688201243049120848e+01
-1.502681513666033020e+01 1.401835931877989383e+00 6.709910663289589650e+01
-8.369450657779001546e+00 -5.274477013623039667e+00 -1.000000000000000000e+00
-8.547868591413397610e+00 -5.804872554340713364e+00 9.211708767121919550e+00
-7.371310639375166396e+00 -6.201846450324767446e+00 2.623933599560792018e+01
-8.182566513546969844e+00 -6.365714110495285460e+00 3.985824714680537539e+01
-8.155450425403085291e+00 -5.232342873551795392e+00 5.688201243049120848e+01
-8.409152993801376041e+00 -5.198652967909646705e+00 6.709910663289589650e+01
