3.442837084000000658e+01,-2.344250347000000190e+01,-3.559390415000000729e+01
3.579620744499546703e+01,-2.702758636177283336e+01,-3.605217083509680975e+01
3.376566777193073676e+01,-3.035262257443792322e+01,-3.974650167199199302e+01
3.276910268963440842e+01,-3.628223655723032692e+01,-3.846896538548283218e+01
2.911826628409684758e+01,-3.863305851545088387e+01,-3.846576335328074947e+01
2.602906703839762770e+01,-4.130376164391549310e+01,-3.713168677409621665e+01
2.375008317459586848e+01,-4.518564526905971235e+01,-3.621854739131649126e+01
2.037431693106256603e+01,-4.924972007057316858e+01,-3.637477420580669474e+01
1.572433818120557447e+01,-5.136368970272769019e+01,-3.356269517919973566e+01
1.053890545047738847e+01,-5.454481640572807777e+01,-3.048200414714668938e+01
5.056712945373678991e+00,-5.514884481818073425e+01,-2.915376959204270690e+01
5.966040096644441570e-01,-5.605786124800181369e+01,-2.633200734214843308e+01
-3.227544621986665252e+00,-5.651359381501256252e+01,-2.377744779922334573e+01
-7.320718414056457846e+00,-5.658314538243192260e+01,-2.225960056117027364e+01
-1.078655093380237417e+01,-5.623062344506635668e+01,-1.948698592865163803e+01
-1.484090100400447554e+01,-5.612027996397416274e+01,-1.524760248712626698e+01
-1.552113497136772935e+01,-5.505591563470375149e+01,-1.161337893690619261e+01
-1.738676017000000229e+01,-5.552249225000000621e+01,-1.037835631000000092e+01
3.442265261946906207e+01,-2.337657299121163845e+01,-3.480766809416671492e+01
3.318323241318997674e+01,-2.514429722027096403e+01,-3.497861222881375909e+01
3.920728989129508335e+01,-3.361408645515204086e+01,-3.549870140383885797e+01
3.135937920915936061e+01,-3.472125100462118752e+01,-3.397364029378518069e+01
3.118114272087716898e+01,-3.948732589867685761e+01,-3.453025812575723563e+01
3.065764048812038212e+01,-4.484847848316609031e+01,-3.641576601971176785e+01
2.753943022184266098e+01,-4.843102283608104131e+01,-3.556281332201034928e+01
2.315176338396642919e+01,-5.137071861143412832e+01,-3.334726690493555878e+01
1.624730269623858092e+01,-5.082735411849591145e+01,-3.074556297732581456e+01
1.121525734509934757e+01,-5.473094511902067438e+01,-2.949591966691197698e+01
7.137388902239466759e+00,-5.702408044609515514e+01,-2.561562496013219814e+01
2.406215829364123593e+00,-5.598734464860228854e+01,-2.297200989828924023e+01
-1.644765993882636446e+00,-5.695616287152858348e+01,-2.126679106407836528e+01
-5.334802230023005798e+00,-5.833803093325441580e+01,-1.882356646451005844e+01
-8.507674838113729265e+00,-5.595011748978064503e+01,-1.651337173213053333e+01
-1.154382338012401199e+01,-5.835347516435375326e+01,-1.093578133102142225e+01
-1.739964466683460742e+01,-5.305253768768402978e+01,-1.433886499923956137e+01
-1.686625234765114101e+01,-5.473422908306262258e+01,-9.964487125029359404e+00
3.703328069791989918e+01,-2.469490160081862840e+01,-3.130914785692095492e+01
3.775140885579653371e+01,-2.790168490843337423e+01,-3.081491942490537994e+01
3.148354202180229322e+01,-2.788695517053239570e+01,-3.112177208805850981e+01
3.607232847824032973e+01,-3.734806207467727290e+01,-2.928141002194236719e+01
3.524649511840671323e+01,-4.199148101754325779e+01,-3.013324972053670692e+01
2.895017240622869537e+01,-4.172606888329026020e+01,-2.649640049380068874e+01
2.816512260326572914e+01,-4.711162775720485740e+01,-2.728828133845360426e+01
2.255348733188738564e+01,-4.866546116567813129e+01,-2.728224017671206170e+01
2.069234356579375245e+01,-5.438114602817628196e+01,-2.611112050870704593e+01
1.323714667461346473e+01,-5.509346041056048904e+01,-2.426387511955914533e+01
8.271546092331794497e+00,-5.497222733383227933e+01,-2.267144527285976707e+01
3.950601665390977235e+00,-5.708366738166667886e+01,-2.045763806620902869e+01
-2.837855848199220543e-01,-5.646459077652760072e+01,-1.890621400527000517e+01
-2.445469377753163087e+00,-5.640224174180566763e+01,-1.520470858387640511e+01
-6.707492050850626164e+00,-5.824703880046300952e+01,-1.345299141090532125e+01
-8.279485923087035459e+00,-5.762672661748767666e+01,-7.150028590693469077e+00
-8.127230534032184650e+00,-5.866996032074128919e+01,-3.432645799766860240e+00
-1.012518257943757405e+01,-5.925648564482245462e+01,-3.732218776807047611e+00
3.523480055586387039e+01,-2.348982094495865169e+01,-2.998075824958714364e+01
3.586746553816202265e+01,-2.631730707760593546e+01,-2.781161700619360033e+01
3.584389966900786817e+01,-3.041529708380313224e+01,-2.693467145631406723e+01
3.238625686981271201e+01,-3.430948007311985037e+01,-2.527795649796907895e+01
3.054916618288384456e+01,-3.727170986388261298e+01,-2.287739604260203663e+01
3.083764718308868780e+01,-4.251290054448437417e+01,-2.250516216279105208e+01
2.661570976436732749e+01,-4.408716786656421505e+01,-1.977564735858793910e+01
2.489684210862810687e+01,-4.851099170160505736e+01,-1.859682205857291137e+01
1.906604194052005141e+01,-4.919716722317888014e+01,-1.907565952015124822e+01
1.468202655884541485e+01,-5.196534041959881023e+01,-1.849540867693385593e+01
1.069277624634768031e+01,-5.312122533673257152e+01,-1.689328159399852325e+01
6.575772707337315559e+00,-5.439156024179217752e+01,-1.548253014025773666e+01
4.764600833847651096e+00,-5.373543641050556374e+01,-1.116413806810076181e+01
1.947937155212624338e+00,-5.297019871452151563e+01,-9.642643643792339958e+00
6.028127703490198108e-01,-5.305083129635270467e+01,-5.631047525685151101e+00
-6.746034003020599634e+00,-4.992724473389607454e+01,-8.532782976072693870e+00
-6.362959022024688771e+00,-4.877129954925767663e+01,-3.577211590844092903e+00
-8.141674865283766493e+00,-4.997805491487758189e+01,-2.526618842905335782e+00
3.347189570153455662e+01,-2.197698928698051546e+01,-2.450295149431320496e+01
3.226993403254660819e+01,-2.357625493348540147e+01,-2.284450415755151553e+01
3.448555571836990907e+01,-2.862171745717173721e+01,-1.877261621776331069e+01
3.309589655335193470e+01,-3.365259632651051902e+01,-1.657513651071935712e+01
2.994138200580228215e+01,-3.588735241567612633e+01,-1.637938100778978168e+01
2.727824284374433716e+01,-3.821070989782590743e+01,-1.467771257429923182e+01
2.519558586329255689e+01,-4.183400507460897444e+01,-1.531903207475830619e+01
2.068016084373114083e+01,-4.303500161316088679e+01,-1.469659189037059122e+01
1.994348372670188496e+01,-4.728390304899291152e+01,-1.284475497587337856e+01
1.581145113958854509e+01,-4.919904437435940281e+01,-1.253660231543464754e+01
1.319656406531760595e+01,-4.754254532035989911e+01,-9.255643889817829262e+00
9.538218678308284737e+00,-4.992142945514612506e+01,-1.009616982338173585e+01
6.663502047779871873e+00,-4.839155920388513010e+01,-9.057518915489481515e+00
4.252245318428374610e+00,-5.265437889290890894e+01,-6.450434484997433771e+00
2.258100934125276016e+00,-4.786547318674117690e+01,-5.079047898647188752e+00
-1.719903455252186131e+00,-4.766513247365533346e+01,-3.584645419569789659e+00
-9.817963883937963487e+00,-4.427114569160868740e+01,-8.615089725178503244e+00
-8.815773501458473049e+00,-4.466975044742189027e+01,-3.437382238806705015e+00
3.371092578958854347e+01,-2.145536534950831253e+01,-1.609375396307523332e+01
3.108871113596893210e+01,-2.194199184640936906e+01,-1.434799399677998011e+01
3.248045858671840591e+01,-2.740803615438873209e+01,-1.867686760401391410e+01
2.563214257062710288e+01,-2.793026461406479299e+01,-1.305113189412852570e+01
2.449919810270238330e+01,-3.141434701852387334e+01,-1.422201325265204908e+01
2.250741525461383574e+01,-3.436494415409580938e+01,-1.428642466117794996e+01
1.921263105244226566e+01,-3.567753069848187408e+01,-1.135310501111471737e+01
1.746246418501511855e+01,-3.895299391963603597e+01,-1.283937084915695337e+01
1.397801721606858472e+01,-4.061847635974603321e+01,-1.314462085437870797e+01
1.284736372001656157e+01,-3.861529062413575986e+01,-1.050940056166155934e+01
1.086044236984560918e+01,-4.657275910091134818e+01,-1.368096354376086943e+01
1.035814947605285319e+01,-4.158890048081240565e+01,-7.432827666038239300e+00
7.566137778872137787e+00,-4.440253859818891868e+01,-8.570310648682578858e+00
3.315019920700561507e+00,-4.085624810410430996e+01,-1.105266427518669659e+01
-7.743956543117373748e-02,-4.288417152344653971e+01,-1.008394625262341293e+01
-4.758703174350626064e+00,-4.208890353859167277e+01,-8.510926378407967619e+00
-6.164045677344757834e+00,-4.061092433284022718e+01,-5.291548697917448862e+00
-9.149273798786808243e+00,-4.374868584481987455e+01,-3.787002110135303301e+00
2.999125609855012797e+01,-1.890022022348990305e+01,-1.255598089458363020e+01
2.572600245157160614e+01,-1.868816979727370509e+01,-1.328184723987105720e+01
2.281225591041317813e+01,-1.928497687720008713e+01,-4.599574539830063813e+00
2.354355112238446424e+01,-2.599938254981298869e+01,-9.885689610269480454e+00
1.956558432508136747e+01,-2.631325890511721255e+01,-4.317828294302198167e+00
1.732340825640417492e+01,-2.826657824244743722e+01,-3.933586952017825933e+00
1.654017035766988286e+01,-3.194898884955512841e+01,-6.040863335887280527e+00
1.367146475285831464e+01,-3.330910062464172938e+01,-4.390921994319708865e+00
9.501870428479072928e+00,-3.066317712179061772e+01,-9.982829722838252096e+00
1.539597028923977895e+01,-4.740101493566169921e+01,-1.141891575265916003e+01
8.952655945804210091e+00,-2.989124552558035575e+01,-9.054128900476833053e+00
9.413203440248322451e+00,-4.005367329793072173e+01,-1.084001241026363260e+01
3.367151511699888911e+00,-3.690367595968803016e+01,-1.592146821023780845e+01
1.181231775720093857e+00,-4.078887512638786461e+01,-1.452533692929665676e+01
-3.133570591090906188e+00,-4.146900027934937327e+01,-1.448771967958801454e+01
-6.325245774464328896e+00,-4.186998973688466208e+01,-1.020414985925048867e+01
-6.452014890701358141e+00,-3.812951666807178697e+01,-6.304265421273494319e+00
-9.663344469083501309e+00,-3.857747086152102867e+01,-4.548055427368947967e+00
1.505908707624872989e+01,-9.717923451542004543e+00,-1.189184068224669666e+01
1.261984769719706989e+01,-9.896749791013210285e+00,-1.125463798290097373e+01
1.350139644102456238e+01,-1.425644010645183357e+01,-1.341280829586841250e+01
8.132083370561790758e+00,-1.499712179215359775e+01,-9.255101078771982515e+00
8.171967803687117282e+00,-1.888688874741858470e+01,-1.235822289099693450e+01
8.473121395581241444e+00,-2.256260059263163953e+01,-1.176251827282753837e+01
6.748599550905400868e+00,-2.518926618115876437e+01,-1.369861368314974648e+01
