-8.369450657779001546e+00 -5.274477013623039667e+00 -1.000000000000000000e+00
-8.389303264975463748e+00 -5.343873638804150339e+00 3.611044550760614258e-01
-8.401299857769355839e+00 -5.410674904187527723e+00 1.722261996769220538e+00
-8.405440436160686701e+00 -5.474880809773168266e+00 3.083472625079478391e+00
-8.401725000149452782e+00 -5.536491355561074634e+00 4.444736340006834929e+00
-8.390153549735652305e+00 -5.595506541551247714e+00 5.806053141551289265e+00
-8.370726084919285270e+00 -5.651926367743682178e+00 7.167423029712841398e+00
-8.343442605700355230e+00 -5.705750834138383354e+00 8.528846004491491328e+00
-8.308303112078858632e+00 -5.756979940735349466e+00 9.890322065887239944e+00
-8.265307604054799029e+00 -5.805613687534580514e+00 1.125185121390008725e+01
-8.214456081628171091e+00 -5.851652074536076498e+00 1.261343344853003323e+01
-8.155748544798978372e+00 -5.895095101739837418e+00 1.397506876977707613e+01
-8.089184993567224424e+00 -5.935942769145864162e+00 1.533675717764121949e+01
-8.014765427932900366e+00 -5.974195076754153177e+00 1.669849867212245798e+01
-7.932489847896015078e+00 -6.009852024564709794e+00 1.806029325322079870e+01
-7.842358253456562345e+00 -6.042913612577531346e+00 1.942214092093623279e+01
-7.756924455500584514e+00 -6.073903789001898978e+00 2.078401589615123157e+01
-7.689011494182205197e+00 -6.103357738650398545e+00 2.214589184688880863e+01
-7.638619729405757397e+00 -6.131275476544066017e+00 2.350776877240989293e+01
-7.605749161171240225e+00 -6.157657002682902281e+00 2.486964667271449869e+01
-7.590399789478651904e+00 -6.182502317066906450e+00 2.623152554780262236e+01
-7.592571614327996876e+00 -6.205811419696078524e+00 2.759340539767425327e+01
-7.612264635719270700e+00 -6.227584310570417614e+00 2.895528622232940563e+01
-7.649478853652476928e+00 -6.247820989689925497e+00 3.031716802176807590e+01
-7.704214268127612897e+00 -6.266521457054601285e+00 3.167905079599025697e+01
-7.776470879144678605e+00 -6.283685712664443201e+00 3.304093454499596305e+01
-7.853481841679303521e+00 -6.294783879906448831e+00 3.440283620966772560e+01
-7.922163182422806926e+00 -6.295173560084383446e+00 3.576477315169945115e+01
-7.982514410556567519e+00 -6.284854579048108292e+00 3.712674537174240896e+01
-8.034535526080581747e+00 -6.263826936797625144e+00 3.848875286979657773e+01
-8.078226528994852274e+00 -6.232090633332933116e+00 3.985079564586200718e+01
-8.113587419299379988e+00 -6.189645668654034871e+00 4.121287369993867600e+01
-8.140618196994164890e+00 -6.136492042760925969e+00 4.257498703202657708e+01
-8.159318862079203427e+00 -6.072629755653610850e+00 4.393713564212571043e+01
-8.169689414554499152e+00 -5.998058807332086850e+00 4.529931953023608315e+01
-8.171729854420050287e+00 -5.912779197796353969e+00 4.666153869635768103e+01
-8.170747895212667089e+00 -5.824930511521445808e+00 4.802379334763475072e+01
-8.172167251696885515e+00 -5.742830225362183683e+00 4.938608369573869084e+01
-8.175988081893295956e+00 -5.666478581649270652e+00 5.074840974067564758e+01
-8.182210385801901964e+00 -5.595875580382709380e+00 5.211077148244564938e+01
-8.190834163422703540e+00 -5.531021221562497203e+00 5.347316892104869623e+01
-8.201859414755695354e+00 -5.471915505188635898e+00 5.483560205648475971e+01
-8.215286139800886289e+00 -5.418558431261126351e+00 5.619807088875385404e+01
-8.231114338558267463e+00 -5.370949999779964124e+00 5.756057541785600051e+01
-8.249344011027844203e+00 -5.329090210745153655e+00 5.892311564379116362e+01
-8.269975157209612959e+00 -5.292979064156693170e+00 6.028569156655937178e+01
-8.293007777103577283e+00 -5.262616560014583555e+00 6.164830318616061078e+01
-8.318441870709735397e+00 -5.238002698318823924e+00 6.301095050259487351e+01
-8.346277438028089080e+00 -5.219137479069415164e+00 6.437363351586218130e+01
-8.376514479058634777e+00 -5.206020902266355499e+00 6.573635222596251992e+01
-8.409152993801376041e+00 -5.198652967909646705e+00 6.709910663289589650e+01
-7.543389063522977445e+00 -6.498204899697428871e+00 -1.000000000000000000e+00
-7.529985837754016309e+00 -6.569194250637057308e+00 3.611044550760615923e-01
-7.513006445273493483e+00 -6.636753803709629196e+00 1.722261996769220538e+00
-7.492450886081426731e+00 -6.700883558915149862e+00 3.083472625079478835e+00
